zipcode,zone,trange,zonetitle
12063,5b,-15 to -10,5b: -15 to -10
12064,5a,-20 to -15,5a: -20 to -15
12065,5b,-15 to -10,5b: -15 to -10
12066,5b,-15 to -10,5b: -15 to -10
12067,5b,-15 to -10,5b: -15 to -10
12068,5a,-20 to -15,5a: -20 to -15
12069,5b,-15 to -10,5b: -15 to -10
12070,5a,-20 to -15,5a: -20 to -15
12071,5b,-15 to -10,5b: -15 to -10
12072,5b,-15 to -10,5b: -15 to -10
12073,5b,-15 to -10,5b: -15 to -10
12074,5a,-20 to -15,5a: -20 to -15
12075,5b,-15 to -10,5b: -15 to -10
12076,5a,-20 to -15,5a: -20 to -15
12077,5b,-15 to -10,5b: -15 to -10
12078,5a,-20 to -15,5a: -20 to -15
12082,5b,-15 to -10,5b: -15 to -10
12083,5b,-15 to -10,5b: -15 to -10
12084,5b,-15 to -10,5b: -15 to -10
12085,5b,-15 to -10,5b: -15 to -10
12086,5a,-20 to -15,5a: -20 to -15
12087,5b,-15 to -10,5b: -15 to -10
12089,5b,-15 to -10,5b: -15 to -10
12090,5b,-15 to -10,5b: -15 to -10
12092,5b,-15 to -10,5b: -15 to -10
12093,5a,-20 to -15,5a: -20 to -15
12094,5b,-15 to -10,5b: -15 to -10
12095,5a,-20 to -15,5a: -20 to -15
12106,5b,-15 to -10,5b: -15 to -10
12107,5a,-20 to -15,5a: -20 to -15
12108,4a,-30 to -25,4a: -30 to -25
12110,5b,-15 to -10,5b: -15 to -10
12115,5b,-15 to -10,5b: -15 to -10
12116,5b,-15 to -10,5b: -15 to -10
12117,5a,-20 to -15,5a: -20 to -15
12118,5b,-15 to -10,5b: -15 to -10
12120,5b,-15 to -10,5b: -15 to -10
12121,5b,-15 to -10,5b: -15 to -10
12122,5b,-15 to -10,5b: -15 to -10
12123,5b,-15 to -10,5b: -15 to -10
12124,5b,-15 to -10,5b: -15 to -10
12125,5b,-15 to -10,5b: -15 to -10
12128,5b,-15 to -10,5b: -15 to -10
12130,5b,-15 to -10,5b: -15 to -10
12131,5b,-15 to -10,5b: -15 to -10
12132,5b,-15 to -10,5b: -15 to -10
12133,5a,-20 to -15,5a: -20 to -15
12134,5a,-20 to -15,5a: -20 to -15
12136,5b,-15 to -10,5b: -15 to -10
12137,5b,-15 to -10,5b: -15 to -10
12138,5b,-15 to -10,5b: -15 to -10
12139,4a,-30 to -25,4a: -30 to -25
12140,5b,-15 to -10,5b: -15 to -10
12141,5b,-15 to -10,5b: -15 to -10
12143,5b,-15 to -10,5b: -15 to -10
12144,5b,-15 to -10,5b: -15 to -10
12147,5a,-20 to -15,5a: -20 to -15
12148,5b,-15 to -10,5b: -15 to -10
12149,5b,-15 to -10,5b: -15 to -10
12150,5b,-15 to -10,5b: -15 to -10
12151,5b,-15 to -10,5b: -15 to -10
12153,5b,-15 to -10,5b: -15 to -10
12154,5b,-15 to -10,5b: -15 to -10
12155,5a,-20 to -15,5a: -20 to -15
12156,5b,-15 to -10,5b: -15 to -10
12157,5b,-15 to -10,5b: -15 to -10
12158,5b,-15 to -10,5b: -15 to -10
12159,5b,-15 to -10,5b: -15 to -10
12160,5b,-15 to -10,5b: -15 to -10
12161,5b,-15 to -10,5b: -15 to -10
12164,4a,-30 to -25,4a: -30 to -25
12165,5b,-15 to -10,5b: -15 to -10
12166,5b,-15 to -10,5b: -15 to -10
12167,5a,-20 to -15,5a: -20 to -15
12168,5b,-15 to -10,5b: -15 to -10
12169,5b,-15 to -10,5b: -15 to -10
12170,5a,-20 to -15,5a: -20 to -15
12172,5b,-15 to -10,5b: -15 to -10
12173,5b,-15 to -10,5b: -15 to -10
12174,5b,-15 to -10,5b: -15 to -10
12175,5a,-20 to -15,5a: -20 to -15
12176,5b,-15 to -10,5b: -15 to -10
12177,5a,-20 to -15,5a: -20 to -15
12180,5b,-15 to -10,5b: -15 to -10
12181,6a,-10 to -5,6a: -10 to -5
12182,5b,-15 to -10,5b: -15 to -10
12183,6a,-10 to -5,6a: -10 to -5
12184,5b,-15 to -10,5b: -15 to -10
12185,5b,-15 to -10,5b: -15 to -10
12186,5b,-15 to -10,5b: -15 to -10
12187,5a,-20 to -15,5a: -20 to -15
12188,5b,-15 to -10,5b: -15 to -10
12189,6a,-10 to -5,6a: -10 to -5
12190,4b,-25 to -20,4b: -25 to -20
12192,5b,-15 to -10,5b: -15 to -10
12193,5b,-15 to -10,5b: -15 to -10
12194,5a,-20 to -15,5a: -20 to -15
12195,5b,-15 to -10,5b: -15 to -10
12196,5b,-15 to -10,5b: -15 to -10
12197,5a,-20 to -15,5a: -20 to -15
12198,5b,-15 to -10,5b: -15 to -10
12201,6a,-10 to -5,6a: -10 to -5
12202,6a,-10 to -5,6a: -10 to -5
12203,5b,-15 to -10,5b: -15 to -10
12204,5b,-15 to -10,5b: -15 to -10
12205,5b,-15 to -10,5b: -15 to -10
12206,5b,-15 to -10,5b: -15 to -10
12207,6a,-10 to -5,6a: -10 to -5
12208,5b,-15 to -10,5b: -15 to -10
12209,5b,-15 to -10,5b: -15 to -10
12210,5b,-15 to -10,5b: -15 to -10
12211,5b,-15 to -10,5b: -15 to -10
12212,5b,-15 to -10,5b: -15 to -10
12214,5b,-15 to -10,5b: -15 to -10
12220,5b,-15 to -10,5b: -15 to -10
12222,5b,-15 to -10,5b: -15 to -10
12223,5b,-15 to -10,5b: -15 to -10
12224,5b,-15 to -10,5b: -15 to -10
12225,5b,-15 to -10,5b: -15 to -10
12226,5b,-15 to -10,5b: -15 to -10
12227,5b,-15 to -10,5b: -15 to -10
12228,6a,-10 to -5,6a: -10 to -5
12229,5b,-15 to -10,5b: -15 to -10
12230,5b,-15 to -10,5b: -15 to -10
12231,5b,-15 to -10,5b: -15 to -10
12232,5b,-15 to -10,5b: -15 to -10
12233,5b,-15 to -10,5b: -15 to -10
12234,6a,-10 to -5,6a: -10 to -5
12235,5b,-15 to -10,5b: -15 to -10
12236,5b,-15 to -10,5b: -15 to -10
12237,5b,-15 to -10,5b: -15 to -10
12238,5b,-15 to -10,5b: -15 to -10
12239,5b,-15 to -10,5b: -15 to -10
12240,5b,-15 to -10,5b: -15 to -10
12241,6a,-10 to -5,6a: -10 to -5
12242,5b,-15 to -10,5b: -15 to -10
12243,6a,-10 to -5,6a: -10 to -5
12244,5b,-15 to -10,5b: -15 to -10
12245,5b,-15 to -10,5b: -15 to -10
12246,5b,-15 to -10,5b: -15 to -10
12247,6a,-10 to -5,6a: -10 to -5
12248,5b,-15 to -10,5b: -15 to -10
12249,5b,-15 to -10,5b: -15 to -10
12250,6a,-10 to -5,6a: -10 to -5
12252,5b,-15 to -10,5b: -15 to -10
12255,5b,-15 to -10,5b: -15 to -10
12256,5b,-15 to -10,5b: -15 to -10
12257,5b,-15 to -10,5b: -15 to -10
12260,5b,-15 to -10,5b: -15 to -10
12261,5b,-15 to -10,5b: -15 to -10
12288,5b,-15 to -10,5b: -15 to -10
12301,5b,-15 to -10,5b: -15 to -10
12302,5b,-15 to -10,5b: -15 to -10
12303,5b,-15 to -10,5b: -15 to -10
12304,5b,-15 to -10,5b: -15 to -10
12305,5b,-15 to -10,5b: -15 to -10
12306,5b,-15 to -10,5b: -15 to -10
12307,5b,-15 to -10,5b: -15 to -10
12308,5b,-15 to -10,5b: -15 to -10
12309,5b,-15 to -10,5b: -15 to -10
12325,5b,-15 to -10,5b: -15 to -10
12345,5b,-15 to -10,5b: -15 to -10
12401,5b,-15 to -10,5b: -15 to -10
12402,5b,-15 to -10,5b: -15 to -10
12404,6a,-10 to -5,6a: -10 to -5
12405,5b,-15 to -10,5b: -15 to -10
12406,5a,-20 to -15,5a: -20 to -15
12407,5a,-20 to -15,5a: -20 to -15
12409,5b,-15 to -10,5b: -15 to -10
12410,5b,-15 to -10,5b: -15 to -10
12411,6a,-10 to -5,6a: -10 to -5
12412,5b,-15 to -10,5b: -15 to -10
12413,5b,-15 to -10,5b: -15 to -10
12414,6a,-10 to -5,6a: -10 to -5
12416,5b,-15 to -10,5b: -15 to -10
12417,5b,-15 to -10,5b: -15 to -10
12418,5b,-15 to -10,5b: -15 to -10
12419,6a,-10 to -5,6a: -10 to -5
12420,6a,-10 to -5,6a: -10 to -5
12421,5a,-20 to -15,5a: -20 to -15
12422,5b,-15 to -10,5b: -15 to -10
12423,5b,-15 to -10,5b: -15 to -10
12424,5a,-20 to -15,5a: -20 to -15
12427,5b,-15 to -10,5b: -15 to -10
12428,6a,-10 to -5,6a: -10 to -5
12429,5b,-15 to -10,5b: -15 to -10
12430,5a,-20 to -15,5a: -20 to -15
12431,5b,-15 to -10,5b: -15 to -10
12432,5b,-15 to -10,5b: -15 to -10
12433,6a,-10 to -5,6a: -10 to -5
12434,5a,-20 to -15,5a: -20 to -15
12435,6a,-10 to -5,6a: -10 to -5
12436,5b,-15 to -10,5b: -15 to -10
12438,5a,-20 to -15,5a: -20 to -15
12439,5a,-20 to -15,5a: -20 to -15
12440,6a,-10 to -5,6a: -10 to -5
12441,5a,-20 to -15,5a: -20 to -15
12442,5a,-20 to -15,5a: -20 to -15
12443,6a,-10 to -5,6a: -10 to -5
12444,5a,-20 to -15,5a: -20 to -15
12446,6a,-10 to -5,6a: -10 to -5
12448,5b,-15 to -10,5b: -15 to -10
12449,5b,-15 to -10,5b: -15 to -10
12450,5b,-15 to -10,5b: -15 to -10
12451,5b,-15 to -10,5b: -15 to -10
12452,5a,-20 to -15,5a: -20 to -15
12453,6a,-10 to -5,6a: -10 to -5
12454,5b,-15 to -10,5b: -15 to -10
12455,5a,-20 to -15,5a: -20 to -15
12456,5b,-15 to -10,5b: -15 to -10
12457,5b,-15 to -10,5b: -15 to -10
12458,6a,-10 to -5,6a: -10 to -5
12459,5a,-20 to -15,5a: -20 to -15
12460,5b,-15 to -10,5b: -15 to -10
12461,6a,-10 to -5,6a: -10 to -5
12463,5b,-15 to -10,5b: -15 to -10
12464,5b,-15 to -10,5b: -15 to -10
12465,5b,-15 to -10,5b: -15 to -10
12466,5b,-15 to -10,5b: -15 to -10
12468,5a,-20 to -15,5a: -20 to -15
12469,5a,-20 to -15,5a: -20 to -15
12470,5b,-15 to -10,5b: -15 to -10
12471,5b,-15 to -10,5b: -15 to -10
12472,6a,-10 to -5,6a: -10 to -5
12473,5b,-15 to -10,5b: -15 to -10
12474,5a,-20 to -15,5a: -20 to -15
12475,5b,-15 to -10,5b: -15 to -10
12477,5b,-15 to -10,5b: -15 to -10
12480,5b,-15 to -10,5b: -15 to -10
12481,5b,-15 to -10,5b: -15 to -10
12482,5b,-15 to -10,5b: -15 to -10
12483,6a,-10 to -5,6a: -10 to -5
12484,6a,-10 to -5,6a: -10 to -5
12485,5b,-15 to -10,5b: -15 to -10
12486,6a,-10 to -5,6a: -10 to -5
12487,5b,-15 to -10,5b: -15 to -10
12489,6a,-10 to -5,6a: -10 to -5
12490,5b,-15 to -10,5b: -15 to -10
12491,5b,-15 to -10,5b: -15 to -10
12492,5a,-20 to -15,5a: -20 to -15
12493,5b,-15 to -10,5b: -15 to -10
12494,5b,-15 to -10,5b: -15 to -10
12495,5b,-15 to -10,5b: -15 to -10
12496,5a,-20 to -15,5a: -20 to -15
12498,5b,-15 to -10,5b: -15 to -10
12501,5b,-15 to -10,5b: -15 to -10
12502,5b,-15 to -10,5b: -15 to -10
12503,5b,-15 to -10,5b: -15 to -10
12504,5b,-15 to -10,5b: -15 to -10
12506,5b,-15 to -10,5b: -15 to -10
12507,5b,-15 to -10,5b: -15 to -10
12508,6a,-10 to -5,6a: -10 to -5
12510,6a,-10 to -5,6a: -10 to -5
12511,6a,-10 to -5,6a: -10 to -5
12512,6a,-10 to -5,6a: -10 to -5
12513,5b,-15 to -10,5b: -15 to -10
12514,5b,-15 to -10,5b: -15 to -10
12515,6a,-10 to -5,6a: -10 to -5
12516,5b,-15 to -10,5b: -15 to -10
12517,5b,-15 to -10,5b: -15 to -10
12518,6b,-5 to 0,6b: -5 to 0
12520,6b,-5 to 0,6b: -5 to 0
12521,5b,-15 to -10,5b: -15 to -10
12522,6a,-10 to -5,6a: -10 to -5
12523,5b,-15 to -10,5b: -15 to -10
12524,6a,-10 to -5,6a: -10 to -5
12525,6a,-10 to -5,6a: -10 to -5
12526,5b,-15 to -10,5b: -15 to -10
12527,6a,-10 to -5,6a: -10 to -5
12528,6a,-10 to -5,6a: -10 to -5
12529,5b,-15 to -10,5b: -15 to -10
12530,5b,-15 to -10,5b: -15 to -10
12531,6a,-10 to -5,6a: -10 to -5
12533,6a,-10 to -5,6a: -10 to -5
12534,5b,-15 to -10,5b: -15 to -10
12537,6a,-10 to -5,6a: -10 to -5
12538,5b,-15 to -10,5b: -15 to -10
12540,6a,-10 to -5,6a: -10 to -5
12541,5b,-15 to -10,5b: -15 to -10
12542,6a,-10 to -5,6a: -10 to -5
12543,6a,-10 to -5,6a: -10 to -5
12544,5b,-15 to -10,5b: -15 to -10
12545,5b,-15 to -10,5b: -15 to -10
12546,5b,-15 to -10,5b: -15 to -10
12547,6a,-10 to -5,6a: -10 to -5
12548,6a,-10 to -5,6a: -10 to -5
12549,6a,-10 to -5,6a: -10 to -5
12550,6a,-10 to -5,6a: -10 to -5
12551,6a,-10 to -5,6a: -10 to -5
12552,6a,-10 to -5,6a: -10 to -5
12553,6a,-10 to -5,6a: -10 to -5
12555,6a,-10 to -5,6a: -10 to -5
12561,5b,-15 to -10,5b: -15 to -10
12563,6a,-10 to -5,6a: -10 to -5
12564,6a,-10 to -5,6a: -10 to -5
12565,5b,-15 to -10,5b: -15 to -10
12566,6a,-10 to -5,6a: -10 to -5
12567,5b,-15 to -10,5b: -15 to -10
12568,6a,-10 to -5,6a: -10 to -5
12569,5b,-15 to -10,5b: -15 to -10
12570,6a,-10 to -5,6a: -10 to -5
12571,5b,-15 to -10,5b: -15 to -10
12572,5b,-15 to -10,5b: -15 to -10
12574,5b,-15 to -10,5b: -15 to -10
12575,6a,-10 to -5,6a: -10 to -5
12577,6a,-10 to -5,6a: -10 to -5
12578,5b,-15 to -10,5b: -15 to -10
12580,5b,-15 to -10,5b: -15 to -10
12581,5b,-15 to -10,5b: -15 to -10
12582,6a,-10 to -5,6a: -10 to -5
12583,5b,-15 to -10,5b: -15 to -10
12584,6a,-10 to -5,6a: -10 to -5
12585,5b,-15 to -10,5b: -15 to -10
12586,5b,-15 to -10,5b: -15 to -10
12588,6a,-10 to -5,6a: -10 to -5
12589,6a,-10 to -5,6a: -10 to -5
12590,6a,-10 to -5,6a: -10 to -5
12592,5b,-15 to -10,5b: -15 to -10
12594,6a,-10 to -5,6a: -10 to -5
12601,6a,-10 to -5,6a: -10 to -5
12602,6a,-10 to -5,6a: -10 to -5
12603,6a,-10 to -5,6a: -10 to -5
12604,6a,-10 to -5,6a: -10 to -5
12701,5b,-15 to -10,5b: -15 to -10
12719,6a,-10 to -5,6a: -10 to -5
12720,5b,-15 to -10,5b: -15 to -10
12721,6a,-10 to -5,6a: -10 to -5
12722,6a,-10 to -5,6a: -10 to -5
12723,5b,-15 to -10,5b: -15 to -10
12724,5b,-15 to -10,5b: -15 to -10
12725,5b,-15 to -10,5b: -15 to -10
12726,5b,-15 to -10,5b: -15 to -10
12727,5b,-15 to -10,5b: -15 to -10
12729,6a,-10 to -5,6a: -10 to -5
12732,5b,-15 to -10,5b: -15 to -10
12733,5b,-15 to -10,5b: -15 to -10
12734,5b,-15 to -10,5b: -15 to -10
12736,5b,-15 to -10,5b: -15 to -10
12737,6a,-10 to -5,6a: -10 to -5
12738,6a,-10 to -5,6a: -10 to -5
12740,5b,-15 to -10,5b: -15 to -10
12741,5b,-15 to -10,5b: -15 to -10
12742,5b,-15 to -10,5b: -15 to -10
12743,6a,-10 to -5,6a: -10 to -5
12745,5b,-15 to -10,5b: -15 to -10
12746,6a,-10 to -5,6a: -10 to -5
12747,5b,-15 to -10,5b: -15 to -10
12748,5b,-15 to -10,5b: -15 to -10
12749,5b,-15 to -10,5b: -15 to -10
12750,5b,-15 to -10,5b: -15 to -10
12751,5b,-15 to -10,5b: -15 to -10
12752,5b,-15 to -10,5b: -15 to -10
12754,5b,-15 to -10,5b: -15 to -10
12758,5b,-15 to -10,5b: -15 to -10
12759,5b,-15 to -10,5b: -15 to -10
12760,5b,-15 to -10,5b: -15 to -10
12762,5b,-15 to -10,5b: -15 to -10
12763,6a,-10 to -5,6a: -10 to -5
12764,5b,-15 to -10,5b: -15 to -10
12765,5b,-15 to -10,5b: -15 to -10
12766,5b,-15 to -10,5b: -15 to -10
12767,5b,-15 to -10,5b: -15 to -10
12768,5b,-15 to -10,5b: -15 to -10
12769,6a,-10 to -5,6a: -10 to -5
12770,6a,-10 to -5,6a: -10 to -5
12771,6a,-10 to -5,6a: -10 to -5
12775,6a,-10 to -5,6a: -10 to -5
12776,5b,-15 to -10,5b: -15 to -10
12777,6a,-10 to -5,6a: -10 to -5
12778,5b,-15 to -10,5b: -15 to -10
12779,5b,-15 to -10,5b: -15 to -10
12780,6a,-10 to -5,6a: -10 to -5
12781,6a,-10 to -5,6a: -10 to -5
12783,5b,-15 to -10,5b: -15 to -10
12784,5b,-15 to -10,5b: -15 to -10
12785,6a,-10 to -5,6a: -10 to -5
12786,5b,-15 to -10,5b: -15 to -10
12787,5b,-15 to -10,5b: -15 to -10
12788,5b,-15 to -10,5b: -15 to -10
12789,5b,-15 to -10,5b: -15 to -10
12790,6a,-10 to -5,6a: -10 to -5
12791,5b,-15 to -10,5b: -15 to -10
12792,6a,-10 to -5,6a: -10 to -5
12801,5a,-20 to -15,5a: -20 to -15
12803,5a,-20 to -15,5a: -20 to -15
12804,5a,-20 to -15,5a: -20 to -15
12808,4b,-25 to -20,4b: -25 to -20
12809,5a,-20 to -15,5a: -20 to -15
12810,4b,-25 to -20,4b: -25 to -20
12811,4b,-25 to -20,4b: -25 to -20
12812,4a,-30 to -25,4a: -30 to -25
12814,5a,-20 to -15,5a: -20 to -15
12815,4b,-25 to -20,4b: -25 to -20
12816,5a,-20 to -15,5a: -20 to -15
12817,4b,-25 to -20,4b: -25 to -20
12819,4b,-25 to -20,4b: -25 to -20
12820,5a,-20 to -15,5a: -20 to -15
12821,5a,-20 to -15,5a: -20 to -15
12822,5a,-20 to -15,5a: -20 to -15
12823,5a,-20 to -15,5a: -20 to -15
12824,5a,-20 to -15,5a: -20 to -15
12827,5a,-20 to -15,5a: -20 to -15
12828,5a,-20 to -15,5a: -20 to -15
12831,5a,-20 to -15,5a: -20 to -15
12832,5a,-20 to -15,5a: -20 to -15
12833,5a,-20 to -15,5a: -20 to -15
12834,5a,-20 to -15,5a: -20 to -15
12835,5a,-20 to -15,5a: -20 to -15
12836,4b,-25 to -20,4b: -25 to -20
12837,5a,-20 to -15,5a: -20 to -15
12838,5a,-20 to -15,5a: -20 to -15
12839,5a,-20 to -15,5a: -20 to -15
12841,4b,-25 to -20,4b: -25 to -20
12842,4b,-25 to -20,4b: -25 to -20
12843,4b,-25 to -20,4b: -25 to -20
12844,5a,-20 to -15,5a: -20 to -15
12845,5a,-20 to -15,5a: -20 to -15
12846,5a,-20 to -15,5a: -20 to -15
12847,4a,-30 to -25,4a: -30 to -25
12848,5a,-20 to -15,5a: -20 to -15
12849,5a,-20 to -15,5a: -20 to -15
12850,5a,-20 to -15,5a: -20 to -15
12851,4b,-25 to -20,4b: -25 to -20
12852,4a,-30 to -25,4a: -30 to -25
12853,4b,-25 to -20,4b: -25 to -20
12854,5a,-20 to -15,5a: -20 to -15
12855,4b,-25 to -20,4b: -25 to -20
12856,4b,-25 to -20,4b: -25 to -20
12857,4b,-25 to -20,4b: -25 to -20
12858,4b,-25 to -20,4b: -25 to -20
12859,5a,-20 to -15,5a: -20 to -15
12860,4b,-25 to -20,4b: -25 to -20
12861,4b,-25 to -20,4b: -25 to -20
12862,4b,-25 to -20,4b: -25 to -20
12863,5a,-20 to -15,5a: -20 to -15
12864,4a,-30 to -25,4a: -30 to -25
12865,4b,-25 to -20,4b: -25 to -20
12866,5a,-20 to -15,5a: -20 to -15
12870,4b,-25 to -20,4b: -25 to -20
12871,5a,-20 to -15,5a: -20 to -15
12872,4b,-25 to -20,4b: -25 to -20
12873,5a,-20 to -15,5a: -20 to -15
12874,4b,-25 to -20,4b: -25 to -20
12878,4b,-25 to -20,4b: -25 to -20
12879,4a,-30 to -25,4a: -30 to -25
12883,5a,-20 to -15,5a: -20 to -15
12884,5a,-20 to -15,5a: -20 to -15
12885,5a,-20 to -15,5a: -20 to -15
12886,4b,-25 to -20,4b: -25 to -20
12887,5a,-20 to -15,5a: -20 to -15
12901,5a,-20 to -15,5a: -20 to -15
12903,5a,-20 to -15,5a: -20 to -15
12910,4b,-25 to -20,4b: -25 to -20
12911,5a,-20 to -15,5a: -20 to -15
12912,4b,-25 to -20,4b: -25 to -20
12913,4a,-30 to -25,4a: -30 to -25
12914,4b,-25 to -20,4b: -25 to -20
12915,4b,-25 to -20,4b: -25 to -20
12916,4b,-25 to -20,4b: -25 to -20
12917,4b,-25 to -20,4b: -25 to -20
12918,5a,-20 to -15,5a: -20 to -15
12919,4b,-25 to -20,4b: -25 to -20
12920,4b,-25 to -20,4b: -25 to -20
12921,4b,-25 to -20,4b: -25 to -20
12922,4a,-30 to -25,4a: -30 to -25
12923,4b,-25 to -20,4b: -25 to -20
12924,4b,-25 to -20,4b: -25 to -20
12926,4b,-25 to -20,4b: -25 to -20
12927,4a,-30 to -25,4a: -30 to -25
12928,5a,-20 to -15,5a: -20 to -15
12929,5a,-20 to -15,5a: -20 to -15
12930,4b,-25 to -20,4b: -25 to -20
12932,4b,-25 to -20,4b: -25 to -20
12933,4b,-25 to -20,4b: -25 to -20
12934,4b,-25 to -20,4b: -25 to -20
12935,5a,-20 to -15,5a: -20 to -15
12936,5a,-20 to -15,5a: -20 to -15
12937,4b,-25 to -20,4b: -25 to -20
12939,4a,-30 to -25,4a: -30 to -25
12941,4b,-25 to -20,4b: -25 to -20
12942,4b,-25 to -20,4b: -25 to -20
12943,4b,-25 to -20,4b: -25 to -20
12944,5a,-20 to -15,5a: -20 to -15
12945,4a,-30 to -25,4a: -30 to -25
12946,4a,-30 to -25,4a: -30 to -25
12949,4b,-25 to -20,4b: -25 to -20
12950,4b,-25 to -20,4b: -25 to -20
12952,4b,-25 to -20,4b: -25 to -20
12953,4b,-25 to -20,4b: -25 to -20
12955,4b,-25 to -20,4b: -25 to -20
12956,4b,-25 to -20,4b: -25 to -20
12957,4b,-25 to -20,4b: -25 to -20
12958,4b,-25 to -20,4b: -25 to -20
12959,4b,-25 to -20,4b: -25 to -20
12960,4b,-25 to -20,4b: -25 to -20
12961,4b,-25 to -20,4b: -25 to -20
12962,4b,-25 to -20,4b: -25 to -20
12964,4b,-25 to -20,4b: -25 to -20
12965,4b,-25 to -20,4b: -25 to -20
12966,4b,-25 to -20,4b: -25 to -20
12967,4b,-25 to -20,4b: -25 to -20
12969,4a,-30 to -25,4a: -30 to -25
12970,4a,-30 to -25,4a: -30 to -25
12972,5a,-20 to -15,5a: -20 to -15
12973,4a,-30 to -25,4a: -30 to -25
12974,5a,-20 to -15,5a: -20 to -15
12975,5a,-20 to -15,5a: -20 to -15
12976,4a,-30 to -25,4a: -30 to -25
12977,4a,-30 to -25,4a: -30 to -25
12978,4b,-25 to -20,4b: -25 to -20
12979,4b,-25 to -20,4b: -25 to -20
12980,4a,-30 to -25,4a: -30 to -25
12981,4b,-25 to -20,4b: -25 to -20
12983,4a,-30 to -25,4a: -30 to -25
12985,4b,-25 to -20,4b: -25 to -20
12986,4a,-30 to -25,4a: -30 to -25
12987,4b,-25 to -20,4b: -25 to -20
12989,4a,-30 to -25,4a: -30 to -25
12992,4b,-25 to -20,4b: -25 to -20
12993,4b,-25 to -20,4b: -25 to -20
12995,4b,-25 to -20,4b: -25 to -20
12996,5a,-20 to -15,5a: -20 to -15
12997,4b,-25 to -20,4b: -25 to -20
12998,4b,-25 to -20,4b: -25 to -20
13020,5a,-20 to -15,5a: -20 to -15
13021,6a,-10 to -5,6a: -10 to -5
13022,6a,-10 to -5,6a: -10 to -5
13024,6a,-10 to -5,6a: -10 to -5
13026,6a,-10 to -5,6a: -10 to -5
13027,5b,-15 to -10,5b: -15 to -10
13028,5a,-20 to -15,5a: -20 to -15
13029,5b,-15 to -10,5b: -15 to -10
13030,5b,-15 to -10,5b: -15 to -10
13031,5b,-15 to -10,5b: -15 to -10
13032,5b,-15 to -10,5b: -15 to -10
13033,5b,-15 to -10,5b: -15 to -10
13034,6a,-10 to -5,6a: -10 to -5
13035,5a,-20 to -15,5a: -20 to -15
13036,5a,-20 to -15,5a: -20 to -15
13037,5b,-15 to -10,5b: -15 to -10
13039,5b,-15 to -10,5b: -15 to -10
13040,5a,-20 to -15,5a: -20 to -15
13041,5b,-15 to -10,5b: -15 to -10
13042,5a,-20 to -15,5a: -20 to -15
13043,5a,-20 to -15,5a: -20 to -15
13044,5a,-20 to -15,5a: -20 to -15
13045,5b,-15 to -10,5b: -15 to -10
13051,5a,-20 to -15,5a: -20 to -15
13052,5a,-20 to -15,5a: -20 to -15
13053,5b,-15 to -10,5b: -15 to -10
13054,5a,-20 to -15,5a: -20 to -15
13056,5a,-20 to -15,5a: -20 to -15
13057,5b,-15 to -10,5b: -15 to -10
13060,5b,-15 to -10,5b: -15 to -10
13061,5a,-20 to -15,5a: -20 to -15
13062,5b,-15 to -10,5b: -15 to -10
13063,5a,-20 to -15,5a: -20 to -15
13064,6a,-10 to -5,6a: -10 to -5
13065,6a,-10 to -5,6a: -10 to -5
13066,5b,-15 to -10,5b: -15 to -10
13068,5b,-15 to -10,5b: -15 to -10
13069,5b,-15 to -10,5b: -15 to -10
13071,6a,-10 to -5,6a: -10 to -5
13072,5a,-20 to -15,5a: -20 to -15
13073,5b,-15 to -10,5b: -15 to -10
13074,6a,-10 to -5,6a: -10 to -5
13076,5a,-20 to -15,5a: -20 to -15
13077,5a,-20 to -15,5a: -20 to -15
13078,5b,-15 to -10,5b: -15 to -10
13080,5b,-15 to -10,5b: -15 to -10
13081,6a,-10 to -5,6a: -10 to -5
13082,5b,-15 to -10,5b: -15 to -10
13083,4b,-25 to -20,4b: -25 to -20
13084,5b,-15 to -10,5b: -15 to -10
13087,5b,-15 to -10,5b: -15 to -10
13088,5b,-15 to -10,5b: -15 to -10
13089,5b,-15 to -10,5b: -15 to -10
13090,5b,-15 to -10,5b: -15 to -10
13092,5b,-15 to -10,5b: -15 to -10
13093,6a,-10 to -5,6a: -10 to -5
13101,5b,-15 to -10,5b: -15 to -10
13102,5b,-15 to -10,5b: -15 to -10
13103,5a,-20 to -15,5a: -20 to -15
13104,5b,-15 to -10,5b: -15 to -10
13107,5a,-20 to -15,5a: -20 to -15
13108,5b,-15 to -10,5b: -15 to -10
13110,5b,-15 to -10,5b: -15 to -10
13111,6a,-10 to -5,6a: -10 to -5
13112,5b,-15 to -10,5b: -15 to -10
13113,5b,-15 to -10,5b: -15 to -10
13114,5b,-15 to -10,5b: -15 to -10
13115,6a,-10 to -5,6a: -10 to -5
13116,5b,-15 to -10,5b: -15 to -10
13117,5b,-15 to -10,5b: -15 to -10
13118,5b,-15 to -10,5b: -15 to -10
13119,5b,-15 to -10,5b: -15 to -10
13120,5b,-15 to -10,5b: -15 to -10
13121,5b,-15 to -10,5b: -15 to -10
13122,5a,-20 to -15,5a: -20 to -15
13123,5a,-20 to -15,5a: -20 to -15
13124,5a,-20 to -15,5a: -20 to -15
13126,6a,-10 to -5,6a: -10 to -5
13131,5a,-20 to -15,5a: -20 to -15
13132,5b,-15 to -10,5b: -15 to -10
13134,5a,-20 to -15,5a: -20 to -15
13135,5b,-15 to -10,5b: -15 to -10
13136,5a,-20 to -15,5a: -20 to -15
